texto,label
"Em 2026, a cidade de São Paulo implementou um sistema de coleta seletiva porta a porta, envolvendo mais de 500 mil moradores. O projeto, coordenado pela Secretaria Municipal de Meio Ambiente, resultou em um aumento de 68% na reciclagem de resíduos sólidos e na geração de renda para cooperativas de catadores. Além do impacto ambiental, a iniciativa promoveu a inclusão social e a educação ambiental nas escolas. Moradores relatam que a limpeza das ruas melhorou significativamente e que a conscientização sobre o descarte correto de lixo aumentou entre crianças e adultos.",2.0
"Em agosto de 2025, a cidade de Aracaju enfrentou uma onda de calor recorde, com temperaturas acima de 42°C por vários dias consecutivos. O fenômeno, atribuído ao aquecimento global, provocou aumento no consumo de energia elétrica e sobrecarga no sistema de saúde devido a casos de desidratação e insolação. Moradores relataram dificuldades para dormir e trabalhar, além de prejuízos em atividades ao ar livre. Especialistas alertam que eventos extremos como esse tendem a se tornar mais frequentes e intensos nos próximos anos.",0.0
"O Banco Central anunciou em dezembro de 2025 a manutenção da taxa básica de juros em 9,0% ao ano, após análise do cenário econômico nacional e internacional. Economistas avaliam que a decisão visa conter pressões inflacionárias e garantir a estabilidade financeira do país. O presidente do Banco Central, Roberto Campos Neto, afirmou que a instituição continuará monitorando os indicadores econômicos e adotando as medidas necessárias para estimular o crescimento sustentável.",1.0
"Um estudo divulgado em maio de 2026 pelo Instituto de Pesquisas Ambientais de São Paulo revelou que a poluição atmosférica na capital paulista atingiu níveis recordes durante o inverno, superando os limites recomendados pela Organização Mundial da Saúde. O aumento das queimadas em áreas rurais e o crescimento da frota de veículos a diesel foram apontados como principais causas do problema. Moradores relataram agravamento de doenças respiratórias e aumento da procura por atendimento médico. 'A qualidade do ar em São Paulo é uma questão de saúde pública', afirma a pneumologista Carla Mendes.",0.0
"Um relatório divulgado em março de 2026 pelo Instituto de Pesquisas Ambientais do Pará apontou que a poluição de rios na região metropolitana de Belém aumentou 23% em relação ao ano anterior. O principal motivo foi o lançamento irregular de esgoto doméstico e industrial. Moradores relataram mau cheiro, mortandade de peixes e aumento de doenças de veiculação hídrica. O Ministério Público Estadual abriu investigação para apurar responsabilidades e exigir a ampliação do saneamento básico. Especialistas alertam para a necessidade de investimentos em infraestrutura e fiscalização.",0.0
"Pesquisadores da Universidade Federal do Ceará publicaram em junho de 2026 um estudo mostrando que a recuperação de dunas litorâneas resultou em aumento da biodiversidade e na proteção de comunidades contra a erosão costeira. O projeto, financiado por agências internacionais, envolveu o plantio de espécies nativas e a remoção de resíduos sólidos. Moradores relataram melhora na qualidade da água e retorno de espécies de aves e répteis antes desaparecidos. 'A recuperação das dunas é fundamental para a resiliência das cidades costeiras', afirma o pesquisador Lucas Barros.",2.0
"Em agosto de 2025, um incêndio de grandes proporções atingiu uma área de reserva legal no Tocantins, destruindo mais de 6 mil hectares de vegetação nativa. O fogo, causado por ação humana, comprometeu habitats de espécies ameaçadas e provocou a emissão de grandes quantidades de CO2. Moradores de comunidades próximas relataram problemas respiratórios e prejuízos econômicos. O governo estadual decretou situação de emergência e mobilizou equipes para conter os focos remanescentes. Organizações ambientais cobram investigação rigorosa e punição dos responsáveis.",0.0
"Um estudo divulgado em maio de 2026 pelo Instituto de Pesquisas Ambientais de São Paulo revelou que a poluição atmosférica na capital paulista atingiu níveis recordes durante o inverno, superando os limites recomendados pela Organização Mundial da Saúde. O aumento das queimadas em áreas rurais e o crescimento da frota de veículos a diesel foram apontados como principais causas do problema. Moradores relataram agravamento de doenças respiratórias e aumento da procura por atendimento médico. 'A qualidade do ar em São Paulo é uma questão de saúde pública', afirma a pneumologista Carla Mendes.",0.0
"O desmatamento ilegal em áreas de proteção permanente no Pará aumentou 52% no segundo semestre de 2025, segundo relatório do Instituto de Meio Ambiente do Pará. A expansão da pecuária e a extração clandestina de madeira foram apontadas como principais causas do avanço. Comunidades indígenas denunciaram invasões e ameaças por parte de grileiros. 'Estamos perdendo nossas terras e nossa cultura', afirma a liderança indígena Lucas Munduruku. O Ministério Público Federal entrou com ações judiciais para responsabilizar os infratores e exigir a recuperação das áreas degradadas.",0.0
"Em 2026, a cidade de Palmas registrou o maior índice de alagamentos dos últimos 29 anos, com prejuízos estimados em 170 milhões de reais. O transbordamento de rios e canais foi agravado pelo descarte irregular de lixo e pela impermeabilização do solo urbano. Moradores relataram perdas de móveis, veículos e documentos, além de dificuldades no acesso a serviços básicos. A prefeitura decretou estado de calamidade pública e iniciou obras emergenciais de drenagem. Especialistas alertam que eventos extremos como esse tendem a se intensificar com as mudanças climáticas.",0.0
"O governo do Vietnã lançou em julho de 2026 um programa nacional de reflorestamento, com o objetivo de plantar 900 milhões de árvores até 2030. A iniciativa envolve comunidades rurais, ONGs e empresas privadas, e busca combater a desertificação e restaurar áreas degradadas. Segundo o ministro do Meio Ambiente, o programa também prevê incentivos financeiros para agricultores que adotarem práticas agroflorestais. O projeto já começou a ser implementado em regiões do norte do país, com resultados promissores na recuperação de nascentes e na melhoria da qualidade do solo.",2.0
"Pesquisadores da Universidade Federal do Maranhão publicaram em fevereiro de 2026 um estudo mostrando que a restauração de manguezais na região de São Luís resultou em aumento da biodiversidade e na proteção de comunidades contra enchentes. O projeto, financiado por agências internacionais, envolveu o plantio de mudas nativas e a remoção de resíduos sólidos. Moradores relataram melhora na qualidade da água e retorno de espécies de peixes e crustáceos antes desaparecidos. 'A recuperação dos manguezais é fundamental para a resiliência das cidades costeiras', afirma a bióloga Camila Costa.",2.0
"Em junho de 2026, a cidade de Fortaleza registrou o maior índice de alagamentos dos últimos 40 anos, com prejuízos estimados em 250 milhões de reais. O transbordamento de rios e canais foi agravado pelo descarte irregular de lixo e pela impermeabilização do solo urbano. Moradores relataram perdas de móveis, veículos e documentos, além de dificuldades no acesso a serviços básicos. A prefeitura decretou estado de calamidade pública e iniciou obras emergenciais de drenagem. Especialistas alertam que eventos extremos como esse tendem a se intensificar com as mudanças climáticas.",0.0
"O desmatamento ilegal em áreas de proteção permanente no Maranhão aumentou 46% no segundo semestre de 2025, segundo relatório do Instituto de Meio Ambiente do Maranhão. A expansão da pecuária e a extração clandestina de madeira foram apontadas como principais causas do avanço. Comunidades indígenas denunciaram invasões e ameaças por parte de grileiros. 'Estamos perdendo nossas terras e nossa cultura', afirma a liderança indígena Pedro Krikati. O Ministério Público Federal entrou com ações judiciais para responsabilizar os infratores e exigir a recuperação das áreas degradadas.",0.0
"Em maio de 2026, um vazamento de óleo atingiu a costa do Rio Grande do Norte, contaminando mais de 110 quilômetros de praias e afetando comunidades pesqueiras locais. O acidente, causado por uma falha em um navio petroleiro, resultou na morte de centenas de aves marinhas e tartarugas, além de prejuízos econômicos para pescadores e comerciantes. Organizações ambientais criticaram a demora na resposta das autoridades e cobraram medidas para evitar novos acidentes. O Ministério Público Federal abriu investigação para apurar responsabilidades e exigir a recuperação das áreas afetadas.",0.0
"O governo da Áustria anunciou em abril de 2026 a conclusão de um programa de energia solar, com a instalação de painéis em mais de 1 milhão de residências. O projeto reduziu em 23% as emissões de carbono do setor elétrico austríaco e gerou milhares de empregos verdes. Segundo o ministro da Transição Ecológica, a iniciativa também incluiu incentivos fiscais para famílias de baixa renda e investimentos em pesquisa e desenvolvimento. O sucesso do programa austríaco tem servido de exemplo para outros países europeus.",2.0
"Em maio de 2025, a cidade de Recife registrou o maior índice de alagamentos dos últimos dez anos, com prejuízos estimados em 150 milhões de reais. O transbordamento de rios e canais foi agravado pelo descarte irregular de lixo e pela impermeabilização do solo urbano. Moradores relataram perdas de móveis, veículos e documentos, além de dificuldades no acesso a serviços básicos. A prefeitura decretou estado de calamidade pública e iniciou obras emergenciais de drenagem. Especialistas alertam que eventos extremos como esse tendem a se intensificar com as mudanças climáticas e cobram investimentos em infraestrutura verde e educação ambiental.",0.0
"Em 2025, a cidade de Natal inaugurou um parque linear ao longo do rio Potengi, com 11 quilômetros de extensão, áreas de lazer, ciclovias e jardins filtrantes. O projeto, resultado de uma parceria entre prefeitura, governo estadual e iniciativa privada, contribuiu para a redução de enchentes e para a valorização imobiliária da região. Moradores elogiaram a iniciativa, destacando o aumento da qualidade de vida e o estímulo à prática de atividades físicas ao ar livre. O parque também serve como espaço de educação ambiental para escolas locais.",2.0
"Em 2025, a cidade de Curitiba ampliou seu programa de coleta seletiva, atingindo 100% dos bairros e envolvendo mais de 1 milhão de moradores. O projeto, coordenado pela Secretaria Municipal de Meio Ambiente, resultou em um aumento de 70% na reciclagem de resíduos sólidos e na geração de renda para cooperativas de catadores. Além do impacto ambiental, a iniciativa promoveu a inclusão social e a educação ambiental nas escolas. Moradores relatam que a limpeza das ruas melhorou significativamente e que a conscientização sobre o descarte correto de lixo aumentou entre crianças e adultos.",2.0
"Um relatório da Organização das Nações Unidas divulgado em abril de 2025 apontou que a acidificação dos oceanos está avançando em ritmo acelerado, ameaçando recifes de corais e cadeias alimentares marinhas. O documento destaca que a emissão contínua de gases de efeito estufa é a principal responsável pelo fenômeno, que já afeta a pesca e a subsistência de milhões de pessoas em todo o mundo. Cientistas recomendam a redução urgente das emissões e o investimento em pesquisas para mitigar os impactos. Organizações ambientais cobram compromissos mais ambiciosos dos países signatários do Acordo de Paris.",0.0
"O governo da Suíça lançou em março de 2026 um programa nacional de reflorestamento, com o objetivo de plantar 100 milhões de árvores até 2030. A iniciativa envolve comunidades rurais, ONGs e empresas privadas, e busca combater a erosão e restaurar áreas degradadas. Segundo o ministro do Meio Ambiente, o programa também prevê incentivos financeiros para agricultores que adotarem práticas agroflorestais. O projeto já começou a ser implementado em regiões do sul do país, com resultados promissores na recuperação de nascentes e na melhoria da qualidade do solo.",2.0
"O aumento do desmatamento na região amazônica em 2025 preocupou especialistas e organizações ambientais. Dados do Instituto Nacional de Pesquisas Espaciais indicam que a taxa de desmatamento cresceu 18% em relação ao ano anterior, impulsionada principalmente pela expansão da fronteira agrícola e pela extração ilegal de madeira. Comunidades indígenas relatam aumento de conflitos e ameaças à sua segurança. 'Estamos perdendo nossa terra e nossa cultura', afirma o cacique Arnaldo Xukuru. O governo federal anunciou medidas emergenciais, como o envio de forças de segurança e o bloqueio de autorizações para novos desmatamentos, mas ambientalistas consideram as ações insuficientes diante da gravidade da situação.",0.0
"Em janeiro de 2026, o governo da Noruega anunciou a criação de um parque nacional de 2,5 milhões de hectares para proteger florestas boreais e habitats de espécies ameaçadas, como o urso-polar e a rena. O projeto envolve parcerias com comunidades indígenas e organizações ambientais, além de investimentos em pesquisa científica e turismo sustentável. Segundo a ministra do Meio Ambiente, a iniciativa é fundamental para combater as mudanças climáticas e preservar a biodiversidade do país.",2.0
"O governo da Suíça anunciou em dezembro de 2025 a conclusão de um programa de eficiência energética que reduziu em 27% o consumo de eletricidade em edifícios públicos. O projeto incluiu a instalação de painéis solares, sistemas de iluminação LED e isolamento térmico em escolas, hospitais e repartições. Segundo a ministra da Energia, a iniciativa gerou economia de recursos e serviu de modelo para outros países europeus.",2.0
"O Ministério da Saúde lançou em novembro de 2025 uma campanha nacional de vacinação contra a febre amarela, com o objetivo de imunizar mais de 9 milhões de pessoas. A ação, que conta com a participação de estados e municípios, inclui a distribuição de vacinas em postos de saúde, escolas e unidades móveis. Segundo o ministro da Saúde, a vacinação é fundamental para reduzir casos graves e óbitos causados pela doença. A campanha também prevê ações de conscientização em rádios, TVs e redes sociais.",1.0
"Em agosto de 2025, o Ministério da Educação anunciou a ampliação do programa de ensino de ciências em escolas públicas de todo o país. A medida prevê a oferta de laboratórios modernos e formação continuada para professores, beneficiando mais de 4 milhões de estudantes. Segundo o ministro da Educação, o objetivo é estimular o interesse dos jovens pela pesquisa científica e preparar o Brasil para os desafios do século XXI. O programa conta com recursos do Fundo Nacional de Desenvolvimento da Educação e parcerias com universidades e institutos de pesquisa.",1.0
"Em 2026, a cidade de Maceió implementou um sistema de captação de águas pluviais em hospitais públicos, reduzindo em 46% o consumo de água potável. O projeto, desenvolvido em parceria com universidades e empresas de tecnologia, inclui cisternas inteligentes e sensores de umidade para irrigação de jardins hospitalares. Segundo a prefeitura, a iniciativa gerou economia de recursos e serviu de modelo para outras cidades do Nordeste. Profissionais de saúde elogiaram a medida, destacando a importância da gestão sustentável da água.",2.0
"O governo da Nigéria lançou em abril de 2026 um programa nacional de reflorestamento, com o objetivo de plantar 600 milhões de árvores até 2030. A iniciativa envolve comunidades rurais, ONGs e empresas privadas, e busca combater a desertificação e restaurar áreas degradadas. Segundo o ministro do Meio Ambiente, o programa também prevê incentivos financeiros para agricultores que adotarem práticas agroflorestais. O projeto já começou a ser implementado em regiões do norte do país, com resultados promissores na recuperação de nascentes e na melhoria da qualidade do solo.",2.0
"Em 2026, a cidade de Boa Vista registrou o maior índice de alagamentos dos últimos 38 anos, com prejuízos estimados em 230 milhões de reais. O transbordamento de rios e canais foi agravado pelo descarte irregular de lixo e pela impermeabilização do solo urbano. Moradores relataram perdas de móveis, veículos e documentos, além de dificuldades no acesso a serviços básicos. A prefeitura decretou estado de calamidade pública e iniciou obras emergenciais de drenagem. Especialistas alertam que eventos extremos como esse tendem a se intensificar com as mudanças climáticas.",0.0
"Um relatório divulgado em abril de 2026 pelo Instituto de Pesquisas Ambientais do Amazonas apontou que a poluição de rios na região metropolitana de Manaus aumentou 27% em relação ao ano anterior. O principal motivo foi o lançamento irregular de esgoto doméstico e industrial. Moradores relataram mau cheiro, mortandade de peixes e aumento de doenças de veiculação hídrica. O Ministério Público Estadual abriu investigação para apurar responsabilidades e exigir a ampliação do saneamento básico. Especialistas alertam para a necessidade de investimentos em infraestrutura e fiscalização.",0.0
"Em julho de 2026, a cidade de João Pessoa registrou o maior índice de alagamentos dos últimos 43 anos, com prejuízos estimados em 280 milhões de reais. O transbordamento de rios e canais foi agravado pelo descarte irregular de lixo e pela impermeabilização do solo urbano. Moradores relataram perdas de móveis, veículos e documentos, além de dificuldades no acesso a serviços básicos. A prefeitura decretou estado de calamidade pública e iniciou obras emergenciais de drenagem. Especialistas alertam que eventos extremos como esse tendem a se intensificar com as mudanças climáticas.",0.0
"Pesquisadores da Universidade de São Paulo publicaram em maio de 2025 um estudo mostrando que a restauração de matas ciliares ao longo do rio Tietê resultou em aumento de 30% na biodiversidade local. O projeto, financiado por fundos públicos e privados, envolveu o plantio de mais de 1 milhão de mudas nativas e a remoção de espécies invasoras. Moradores das comunidades ribeirinhas relataram melhora na qualidade da água e retorno de aves e mamíferos antes desaparecidos. 'A recuperação das matas ciliares é fundamental para a saúde dos rios e para a segurança hídrica da região metropolitana', afirma o professor Ricardo Almeida, coordenador do estudo. O sucesso da iniciativa motivou a ampliação do programa para outros afluentes do estado.",2.0
"Em 2026, a cidade de Belém inaugurou um parque linear ao longo do rio Guamá, com 20 quilômetros de extensão, áreas de lazer, ciclovias e jardins filtrantes. O projeto, resultado de uma parceria entre prefeitura, governo estadual e iniciativa privada, contribuiu para a redução de enchentes e para a valorização imobiliária da região. Moradores elogiaram a iniciativa, destacando o aumento da qualidade de vida e o estímulo à prática de atividades físicas ao ar livre. O parque também serve como espaço de educação ambiental para escolas locais.",2.0
"Em setembro de 2025, um incêndio de grandes proporções atingiu uma área de reserva legal no Pará, destruindo mais de 7 mil hectares de vegetação nativa. O fogo, causado por ação humana, comprometeu habitats de espécies ameaçadas e provocou a emissão de grandes quantidades de CO2. Moradores de comunidades próximas relataram problemas respiratórios e prejuízos econômicos. O governo estadual decretou situação de emergência e mobilizou equipes para conter os focos remanescentes. Organizações ambientais cobram investigação rigorosa e punição dos responsáveis.",0.0
"Em junho de 2026, o governo da Austrália anunciou a criação de uma área de proteção marinha de 1,1 milhão de quilômetros quadrados, visando preservar espécies ameaçadas e combater a pesca ilegal. O projeto envolve parcerias com universidades e comunidades pesqueiras, além de investimentos em pesquisa científica. Segundo o ministro do Meio Ambiente, a iniciativa é fundamental para garantir a sustentabilidade dos recursos marinhos e proteger a biodiversidade do Pacífico.",2.0
"Um estudo divulgado em julho de 2025 pelo Instituto de Pesquisas Ambientais de São Paulo revelou que a poluição atmosférica na capital paulista atingiu níveis recordes durante o inverno, superando os limites recomendados pela Organização Mundial da Saúde. O aumento das queimadas em áreas rurais e o crescimento da frota de veículos a diesel foram apontados como principais causas do problema. Moradores relataram agravamento de doenças respiratórias e aumento da procura por atendimento médico. 'A qualidade do ar em São Paulo é uma questão de saúde pública', afirma a pneumologista Carla Mendes.",0.0
"Em abril de 2026, a cidade de Natal registrou o maior índice de alagamentos dos últimos 34 anos, com prejuízos estimados em 195 milhões de reais. O transbordamento de rios e canais foi agravado pelo descarte irregular de lixo e pela impermeabilização do solo urbano. Moradores relataram perdas de móveis, veículos e documentos, além de dificuldades no acesso a serviços básicos. A prefeitura decretou estado de calamidade pública e iniciou obras emergenciais de drenagem. Especialistas alertam que eventos extremos como esse tendem a se intensificar com as mudanças climáticas.",0.0
"Em dezembro de 2025, a Confederação Brasileira de Futebol anunciou a criação de um novo torneio nacional de futebol sub-9, com participação de 16 equipes de todo o país. O campeonato, que terá transmissão em TV aberta e premiação recorde, visa incentivar a formação de atletas e promover a integração entre clubes. Segundo a CBF, a iniciativa faz parte de um conjunto de ações para fortalecer o futebol brasileiro e ampliar o acesso de jovens à prática esportiva.",1.0
"Em junho de 2025, um vazamento de óleo atingiu a costa do Espírito Santo, contaminando mais de 50 quilômetros de praias e afetando comunidades pesqueiras locais. O acidente, causado por uma falha em um oleoduto, resultou na morte de centenas de aves marinhas e tartarugas, além de prejuízos econômicos para pescadores e comerciantes. Organizações ambientais criticaram a demora na resposta das autoridades e cobraram medidas para evitar novos acidentes. O Ministério Público Federal abriu investigação para apurar responsabilidades e exigir a recuperação das áreas afetadas. Especialistas alertam para os riscos de novos vazamentos em regiões de exploração petrolífera.",0.0
"Em julho de 2026, um incêndio de grandes proporções atingiu uma área de reserva legal no Tocantins, destruindo mais de 17 mil hectares de vegetação nativa. O fogo, causado por ação humana, comprometeu habitats de espécies ameaçadas e provocou a emissão de grandes quantidades de CO2. Moradores de comunidades próximas relataram problemas respiratórios e prejuízos econômicos. O governo estadual decretou situação de emergência e mobilizou equipes para conter os focos remanescentes. Organizações ambientais cobram investigação rigorosa e punição dos responsáveis.",0.0
"Um relatório divulgado em janeiro de 2026 pelo Instituto de Pesquisas Ambientais do Maranhão apontou que a poluição de rios na região metropolitana de São Luís aumentou 19% em relação ao ano anterior. O principal motivo foi o lançamento irregular de esgoto doméstico e industrial. Moradores relataram mau cheiro, mortandade de peixes e aumento de doenças de veiculação hídrica. O Ministério Público Estadual abriu investigação para apurar responsabilidades e exigir a ampliação do saneamento básico. Especialistas alertam para a necessidade de investimentos em infraestrutura e fiscalização.",0.0
"Pesquisadores da Universidade Federal do Rio de Janeiro publicaram em dezembro de 2025 um estudo mostrando que a restauração de restingas no litoral fluminense resultou em aumento da biodiversidade e na proteção de dunas contra a erosão. O projeto, financiado por agências nacionais, envolveu o plantio de espécies nativas e a remoção de resíduos sólidos. Comunidades locais relataram melhora na qualidade da água e retorno de aves e répteis antes desaparecidos. 'A restauração das restingas é fundamental para a resiliência das zonas costeiras', afirma a pesquisadora Beatriz Lima.",2.0
"Em 2026, a cidade de Curitiba implementou um sistema de coleta seletiva porta a porta, envolvendo mais de 1,1 milhão de moradores. O projeto, coordenado pela Secretaria Municipal de Meio Ambiente, resultou em um aumento de 80% na reciclagem de resíduos sólidos e na geração de renda para cooperativas de catadores. Além do impacto ambiental, a iniciativa promoveu a inclusão social e a educação ambiental nas escolas. Moradores relatam que a limpeza das ruas melhorou significativamente e que a conscientização sobre o descarte correto de lixo aumentou entre crianças e adultos.",2.0
"O desmatamento ilegal em áreas de proteção permanente no Amazonas aumentou 19% no primeiro semestre de 2025, segundo relatório do Instituto de Meio Ambiente do Amazonas. A expansão da pecuária e a extração clandestina de madeira foram apontadas como principais causas do avanço. Comunidades indígenas denunciaram invasões e ameaças por parte de grileiros. 'Estamos perdendo nossas terras e nossa cultura', afirma a liderança indígena José Apurinã. O Ministério Público Federal entrou com ações judiciais para responsabilizar os infratores e exigir a recuperação das áreas degradadas.",0.0
"Pesquisadores da Universidade Federal do Pará publicaram em julho de 2026 um estudo mostrando que a restauração de manguezais na região de Vigia resultou em aumento da biodiversidade e na proteção de comunidades contra enchentes. O projeto, financiado por agências internacionais, envolveu o plantio de mudas nativas e a remoção de resíduos sólidos. Moradores relataram melhora na qualidade da água e retorno de espécies de peixes e crustáceos antes desaparecidos. 'A recuperação dos manguezais é fundamental para a resiliência das cidades costeiras', afirma a bióloga Simone Castro.",2.0
"Em 2026, a cidade de Florianópolis enfrentou uma onda de calor recorde, com temperaturas acima de 57°C por vários dias consecutivos. O fenômeno, atribuído ao aquecimento global, provocou aumento no consumo de energia elétrica e sobrecarga no sistema de saúde devido a casos de desidratação e insolação. Moradores relataram dificuldades para dormir e trabalhar, além de prejuízos em atividades ao ar livre. Especialistas alertam que eventos extremos como esse tendem a se tornar mais frequentes e intensos nos próximos anos.",0.0
