texto,label
"O aumento do desmatamento na região amazônica em 2025 preocupou especialistas e organizações ambientais. Dados do Instituto Nacional de Pesquisas Espaciais indicam que a taxa de desmatamento cresceu 18% em relação ao ano anterior, impulsionada principalmente pela expansão da fronteira agrícola e pela extração ilegal de madeira. Comunidades indígenas relatam aumento de conflitos e ameaças à sua segurança. 'Estamos perdendo nossa terra e nossa cultura', afirma o cacique Arnaldo Xukuru. O governo federal anunciou medidas emergenciais, como o envio de forças de segurança e o bloqueio de autorizações para novos desmatamentos, mas ambientalistas consideram as ações insuficientes diante da gravidade da situação.",negativa

"Em abril de 2025, a cidade de Recife enfrentou uma das maiores enchentes de sua história, com mais de 10 mil pessoas desalojadas e prejuízos estimados em 200 milhões de reais. O transbordamento de rios e canais foi agravado pelo descarte irregular de lixo e pela impermeabilização do solo urbano. Moradores relataram perdas de móveis, veículos e documentos, além de dificuldades no acesso a serviços básicos. A prefeitura decretou estado de calamidade pública e iniciou obras emergenciais de drenagem. Especialistas alertam que eventos extremos como esse tendem a se intensificar com as mudanças climáticas e cobram investimentos em infraestrutura verde e educação ambiental.",negativa

"O uso indiscriminado de agrotóxicos em plantações de soja no Mato Grosso provocou, em 2025, a morte de milhares de abelhas em apiários próximos às lavouras. Apicultores relataram perdas de até 80% das colmeias, comprometendo a produção de mel e a polinização de culturas agrícolas. Pesquisadores da Universidade Federal de Mato Grosso identificaram resíduos de pesticidas em amostras de solo e água coletadas na região. 'Sem abelhas, não há produção agrícola sustentável', alerta o professor Luiz Henrique Dias. Organizações ambientais pedem a revisão das normas de uso de agrotóxicos e o incentivo a práticas agrícolas mais seguras.",negativa

"O Instituto Brasileiro de Geografia e Estatística (IBGE) divulgou nesta semana os resultados do Censo 2025, apontando um crescimento populacional de 0,7% em relação ao último levantamento. As cidades de médio porte foram as que mais cresceram, impulsionadas pela migração interna e pela abertura de novos polos industriais. O estudo também revelou mudanças no perfil etário da população, com aumento da expectativa de vida e redução da taxa de natalidade. Segundo o IBGE, a região Sudeste continua sendo a mais populosa do país, enquanto o Norte apresentou o maior índice de crescimento relativo. Os dados servirão de base para a formulação de políticas públicas nas áreas de saúde, educação e infraestrutura urbana. O levantamento não abordou questões ambientais específicas, focando principalmente em aspectos demográficos e socioeconômicos.",irrelevante

"Em março de 2025, a Confederação Brasileira de Futebol anunciou mudanças no calendário do Campeonato Brasileiro, visando adequar as datas dos jogos às competições internacionais. A decisão foi tomada após reuniões com clubes, federações estaduais e representantes de atletas. Entre as principais alterações estão a redução do número de partidas em datas próximas a torneios da FIFA e a ampliação do período de pré-temporada. Segundo a CBF, as mudanças buscam melhorar o desempenho dos times brasileiros em competições continentais e garantir maior tempo de recuperação para os jogadores. A medida foi bem recebida por treinadores e atletas, que destacaram a importância do planejamento para evitar lesões e melhorar a qualidade do espetáculo. O novo calendário entra em vigor já na próxima temporada.",irrelevante

"O Ministério da Saúde lançou em abril de 2025 uma campanha nacional de vacinação contra a gripe, com o objetivo de imunizar mais de 80 milhões de brasileiros. A ação, que conta com a participação de estados e municípios, prioriza grupos de risco como idosos, gestantes, crianças e profissionais de saúde. Segundo o ministro da Saúde, Ricardo Almeida, a vacinação é fundamental para reduzir internações e óbitos causados por complicações da gripe, especialmente durante o outono e o inverno. A campanha inclui a distribuição de vacinas em postos de saúde, escolas e unidades móveis, além de ações de conscientização em rádios, TVs e redes sociais. O governo espera atingir a meta de cobertura vacinal até o final de maio.",irrelevante

"O Instituto Nacional de Estudos e Pesquisas Educacionais divulgou em maio de 2025 o resultado do Exame Nacional do Ensino Médio, apontando melhora no desempenho dos estudantes em matemática e ciências da natureza. O relatório destaca que escolas públicas que investiram em laboratórios e formação continuada de professores apresentaram os maiores avanços. Segundo a diretora do INEP, Maria Clara Silva, os resultados refletem o esforço conjunto de educadores, alunos e gestores. O Ministério da Educação anunciou a ampliação de programas de apoio pedagógico e a distribuição de kits de materiais didáticos para escolas de todo o país.",irrelevante

"Em abril de 2025, a cidade de São Paulo sediou a 10ª edição da Feira Internacional de Tecnologia e Inovação, reunindo mais de 500 expositores de 20 países. O evento apresentou novidades em áreas como inteligência artificial, robótica, biotecnologia e energias renováveis. Empresários, pesquisadores e estudantes participaram de palestras, workshops e rodadas de negócios. Segundo os organizadores, a feira movimentou cerca de 100 milhões de reais em contratos e parcerias. O destaque desta edição foi a apresentação de startups brasileiras que desenvolveram soluções para cidades inteligentes e mobilidade urbana.",irrelevante

"O Banco Central anunciou em março de 2025 a redução da taxa básica de juros para 9,5% ao ano, a menor desde 2013. A decisão foi tomada após análise do cenário econômico, que aponta para desaceleração da inflação e recuperação gradual do mercado de trabalho. Economistas avaliam que a medida pode estimular o consumo e os investimentos, contribuindo para o crescimento do PIB. O presidente do Banco Central, Roberto Campos Neto, afirmou que a instituição continuará monitorando os indicadores econômicos e adotando as medidas necessárias para garantir a estabilidade financeira do país.",irrelevante

"O governo do Chile anunciou em junho de 2025 a conclusão do maior parque eólico da América do Sul, localizado na região de Atacama. Com capacidade para abastecer mais de 2 milhões de residências, o projeto foi desenvolvido em parceria com empresas internacionais e priorizou a contratação de mão de obra local. Segundo o ministro da Energia, Pablo González, o parque reduzirá em 15% as emissões de carbono do setor elétrico chileno. A iniciativa também inclui programas de capacitação profissional e investimentos em infraestrutura para comunidades vizinhas. Organizações ambientais elogiaram o projeto, destacando o compromisso do Chile com a transição energética e o combate às mudanças climáticas.",positiva

"Pesquisadores da Universidade de São Paulo publicaram em maio de 2025 um estudo mostrando que a restauração de matas ciliares ao longo do rio Tietê resultou em aumento de 30% na biodiversidade local. O projeto, financiado por fundos públicos e privados, envolveu o plantio de mais de 1 milhão de mudas nativas e a remoção de espécies invasoras. Moradores das comunidades ribeirinhas relataram melhora na qualidade da água e retorno de aves e mamíferos antes desaparecidos. 'A recuperação das matas ciliares é fundamental para a saúde dos rios e para a segurança hídrica da região metropolitana', afirma o professor Ricardo Almeida, coordenador do estudo. O sucesso da iniciativa motivou a ampliação do programa para outros afluentes do estado.",positiva

"Em 2025, a cidade de Manaus implementou um sistema inovador de transporte público fluvial movido a energia solar, beneficiando mais de 100 mil passageiros por mês. O projeto, desenvolvido em parceria com universidades e empresas de tecnologia, reduziu em 40% o consumo de combustíveis fósseis no transporte coletivo da região. Segundo a prefeita Ana Paula Souza, a iniciativa também contribuiu para a diminuição da poluição do ar e para a geração de empregos na indústria local de energia limpa. O sistema inclui estações de recarga solar e monitoramento em tempo real das embarcações. O modelo de Manaus já desperta interesse de outras cidades amazônicas.",positiva

"O Ministério do Meio Ambiente da Alemanha divulgou em abril de 2025 um relatório apontando que o país atingiu a meta de reciclagem de 70% dos resíduos sólidos urbanos. O sucesso foi atribuído a campanhas educativas, incentivos fiscais para empresas recicladoras e investimentos em tecnologia de triagem automatizada. Segundo a ministra Sabine Keller, a política de resíduos zero está transformando a economia circular em realidade e servindo de referência para outros países europeus. O relatório destaca ainda a redução do volume de lixo enviado a aterros e o aumento da geração de empregos verdes no setor de reciclagem.",positiva

"Em maio de 2025, o governo da Índia lançou um programa nacional de reflorestamento que prevê o plantio de 500 milhões de árvores até 2030. A iniciativa, que envolve comunidades rurais, ONGs e empresas privadas, tem como objetivo restaurar áreas degradadas, combater a desertificação e aumentar a captura de carbono. Segundo o ministro do Meio Ambiente, Rajesh Kumar, o programa também prevê incentivos financeiros para agricultores que adotarem práticas agroflorestais. O projeto já começou a ser implementado em estados do norte do país, com resultados promissores na recuperação de nascentes e na melhoria da qualidade do solo.",positiva

"A cidade de Porto Alegre inaugurou em 2025 o maior parque linear urbano do Brasil, com 15 quilômetros de extensão ao longo do rio Gravataí. O projeto, resultado de uma parceria entre prefeitura, governo estadual e iniciativa privada, inclui áreas de lazer, ciclovias, jardins filtrantes e espaços para educação ambiental. Segundo a secretária municipal de Meio Ambiente, Laura Martins, o parque contribuiu para a redução de enchentes e para a valorização imobiliária da região. Moradores elogiaram a iniciativa, destacando o aumento da qualidade de vida e o estímulo à prática de atividades físicas ao ar livre.",positiva

"Em 2025, a cidade de Fortaleza lançou um programa de incentivo à agricultura urbana, promovendo a criação de hortas comunitárias em bairros periféricos. O projeto, coordenado pela Secretaria Municipal de Desenvolvimento Sustentável, já beneficiou mais de 10 mil famílias, que passaram a produzir alimentos orgânicos para consumo próprio e venda em feiras locais. Segundo a agrônoma Juliana Ribeiro, responsável pelo programa, a iniciativa contribuiu para a segurança alimentar, a geração de renda e a redução do desperdício de alimentos. O sucesso do projeto levou à criação de uma rede de hortas urbanas em toda a cidade.",positiva

"Em junho de 2025, um vazamento de óleo atingiu a costa do Espírito Santo, contaminando mais de 50 quilômetros de praias e afetando comunidades pesqueiras locais. O acidente, causado por uma falha em um oleoduto, resultou na morte de centenas de aves marinhas e tartarugas, além de prejuízos econômicos para pescadores e comerciantes. Organizações ambientais criticaram a demora na resposta das autoridades e cobraram medidas para evitar novos acidentes. O Ministério Público Federal abriu investigação para apurar responsabilidades e exigir a recuperação das áreas afetadas. Especialistas alertam para os riscos de novos vazamentos em regiões de exploração petrolífera.",negativa

"Um estudo divulgado em maio de 2025 pelo Instituto de Pesquisas Ambientais de São Paulo revelou que a poluição atmosférica na capital paulista atingiu níveis recordes durante o outono, superando os limites recomendados pela Organização Mundial da Saúde. O aumento das queimadas em áreas rurais e o crescimento da frota de veículos a diesel foram apontados como principais causas do problema. Moradores relataram agravamento de doenças respiratórias e aumento da procura por atendimento médico. 'A qualidade do ar em São Paulo é uma questão de saúde pública', afirma a pneumologista Carla Mendes. O governo estadual anunciou medidas emergenciais, como rodízio de veículos e campanhas de conscientização.",negativa

"Em abril de 2025, a cidade de Belém enfrentou uma crise hídrica sem precedentes, com o nível dos reservatórios atingindo o menor patamar em 30 anos. A escassez de chuvas, aliada ao desperdício e à falta de investimentos em infraestrutura, deixou mais de 200 mil pessoas sem acesso regular à água potável. Moradores relataram dificuldades para realizar tarefas básicas e aumento no preço de caminhões-pipa. O governo estadual decretou estado de emergência e iniciou obras para captação alternativa de água. Especialistas alertam que eventos extremos como esse tendem a se intensificar com as mudanças climáticas e cobram políticas de gestão hídrica mais eficientes.",negativa

"O desmatamento ilegal em áreas de proteção permanente no sul do Pará aumentou 22% no primeiro trimestre de 2025, segundo relatório do Instituto do Homem e Meio Ambiente da Amazônia. A expansão da pecuária e a extração clandestina de madeira foram apontadas como principais causas do avanço. Comunidades indígenas denunciaram invasões e ameaças por parte de grileiros. 'Estamos perdendo nossas terras e nossa cultura', afirma a liderança indígena Tainá Kayapó. O Ministério Público Federal entrou com ações judiciais para responsabilizar os infratores e exigir a recuperação das áreas degradadas.",negativa

"Em maio de 2025, a cidade de Recife registrou o maior índice de alagamentos dos últimos dez anos, com prejuízos estimados em 150 milhões de reais. O transbordamento de rios e canais foi agravado pelo descarte irregular de lixo e pela impermeabilização do solo urbano. Moradores relataram perdas de móveis, veículos e documentos, além de dificuldades no acesso a serviços básicos. A prefeitura decretou estado de calamidade pública e iniciou obras emergenciais de drenagem. Especialistas alertam que eventos extremos como esse tendem a se intensificar com as mudanças climáticas e cobram investimentos em infraestrutura verde e educação ambiental.",negativa

"Um relatório da Organização das Nações Unidas divulgado em abril de 2025 apontou que a acidificação dos oceanos está avançando em ritmo acelerado, ameaçando recifes de corais e cadeias alimentares marinhas. O documento destaca que a emissão contínua de gases de efeito estufa é a principal responsável pelo fenômeno, que já afeta a pesca e a subsistência de milhões de pessoas em todo o mundo. Cientistas recomendam a redução urgente das emissões e o investimento em pesquisas para mitigar os impactos. Organizações ambientais cobram compromissos mais ambiciosos dos países signatários do Acordo de Paris.",negativa

"Em abril de 2025, o Ministério da Educação anunciou a ampliação do programa de ensino integral em escolas públicas de todo o país. A medida prevê a oferta de atividades extracurriculares, reforço escolar e alimentação balanceada para mais de 5 milhões de estudantes. Segundo o ministro da Educação, Paulo Silva, o objetivo é melhorar o desempenho acadêmico e reduzir a evasão escolar. O programa conta com recursos do Fundo Nacional de Desenvolvimento da Educação e parcerias com universidades e organizações da sociedade civil. A expectativa é que a iniciativa contribua para a formação integral dos alunos e para a redução das desigualdades educacionais.",irrelevante

"O Instituto Brasileiro de Geografia e Estatística divulgou em maio de 2025 os resultados da Pesquisa Nacional por Amostra de Domicílios, apontando aumento da renda média das famílias brasileiras em 2,3% em relação ao ano anterior. O estudo também revelou queda na taxa de desemprego e crescimento do setor de serviços. Segundo o IBGE, as regiões Sudeste e Sul apresentaram os melhores indicadores econômicos, enquanto o Norte e o Nordeste registraram avanços mais modestos. Os dados servirão de base para a formulação de políticas públicas nas áreas de trabalho, renda e inclusão social.",irrelevante

"Em maio de 2025, a Confederação Brasileira de Futebol anunciou a criação de um novo torneio nacional de futebol feminino, com participação de 32 equipes de todo o país. O campeonato, que terá transmissão em TV aberta e premiação recorde, visa incentivar a formação de atletas e promover a igualdade de gênero no esporte. Segundo a CBF, a iniciativa faz parte de um conjunto de ações para fortalecer o futebol feminino e ampliar o acesso de meninas e mulheres à prática esportiva. Clubes, jogadoras e torcedores comemoraram a novidade, destacando a importância do investimento no desenvolvimento do esporte.",irrelevante

"O Ministério da Saúde lançou em abril de 2025 uma campanha nacional de vacinação contra o sarampo, com o objetivo de imunizar mais de 20 milhões de crianças e adolescentes. A ação, que conta com a participação de estados e municípios, inclui a distribuição de vacinas em postos de saúde, escolas e unidades móveis. Segundo o ministro da Saúde, Ricardo Almeida, a vacinação é fundamental para evitar surtos da doença e proteger a população mais vulnerável. A campanha também prevê ações de conscientização em rádios, TVs e redes sociais. O governo espera atingir a meta de cobertura vacinal até o final de junho.",irrelevante

"Em abril de 2025, a cidade de São Paulo sediou a 11ª edição da Feira Internacional de Tecnologia e Inovação, reunindo mais de 600 expositores de 25 países. O evento apresentou novidades em áreas como inteligência artificial, robótica, biotecnologia e energias renováveis. Empresários, pesquisadores e estudantes participaram de palestras, workshops e rodadas de negócios. Segundo os organizadores, a feira movimentou cerca de 120 milhões de reais em contratos e parcerias. O destaque desta edição foi a apresentação de startups brasileiras que desenvolveram soluções para cidades inteligentes e mobilidade urbana.",irrelevante

"O Banco Central anunciou em maio de 2025 a manutenção da taxa básica de juros em 9,5% ao ano, após análise do cenário econômico nacional e internacional. Economistas avaliam que a decisão visa conter pressões inflacionárias e garantir a estabilidade financeira do país. O presidente do Banco Central, Roberto Campos Neto, afirmou que a instituição continuará monitorando os indicadores econômicos e adotando as medidas necessárias para estimular o crescimento sustentável. A medida foi bem recebida pelo mercado financeiro e por representantes do setor produtivo.",irrelevante

"Em 2025, a cidade de Belo Horizonte implementou um ambicioso programa de reflorestamento urbano, plantando mais de 200 mil árvores em áreas degradadas e margens de córregos. O projeto, realizado em parceria com universidades e ONGs, envolveu a participação de escolas e moradores, que ajudaram no plantio e na manutenção das mudas. Segundo a secretária municipal de Meio Ambiente, o aumento da cobertura vegetal contribuiu para a redução das ilhas de calor e para a melhoria da qualidade do ar. O programa também incluiu ações de educação ambiental e monitoramento por satélite, garantindo a sobrevivência das espécies plantadas. O sucesso da iniciativa levou outras cidades da região metropolitana a adotarem medidas semelhantes.",positiva

"Pesquisadores do Instituto Nacional de Pesquisas da Amazônia divulgaram em junho de 2025 um estudo mostrando que a recuperação de áreas de várzea no Amazonas resultou no aumento da população de peixes e na melhoria da qualidade da água. O projeto, financiado por agências internacionais, envolveu a remoção de espécies invasoras e o plantio de vegetação nativa. Comunidades ribeirinhas relataram aumento na renda proveniente da pesca e maior segurança alimentar. 'A restauração das várzeas é fundamental para a sustentabilidade dos recursos pesqueiros', afirma o pesquisador Carlos Mendes. O estudo servirá de base para políticas públicas de conservação em outros estados da região Norte.",positiva

"O governo de Portugal anunciou em maio de 2025 a criação de um fundo nacional para a proteção de áreas marinhas, com investimento inicial de 200 milhões de euros. O objetivo é ampliar a rede de reservas e promover a pesquisa científica sobre a biodiversidade dos oceanos. Segundo a ministra do Ambiente, o fundo financiará projetos de monitoramento, combate à pesca ilegal e educação ambiental em comunidades costeiras. Organizações internacionais elogiaram a iniciativa, destacando o papel de Portugal na liderança de políticas de conservação marinha na União Europeia.",positiva

"Em 2025, a cidade de Campinas inaugurou o maior centro de compostagem de resíduos orgânicos do Brasil, com capacidade para processar 500 toneladas por dia. O projeto, desenvolvido em parceria com cooperativas de catadores, transformará restos de alimentos e podas de árvores em adubo para uso em parques e hortas urbanas. Segundo a prefeitura, a iniciativa reduzirá em 20% o volume de lixo enviado a aterros sanitários e contribuirá para a diminuição das emissões de gases de efeito estufa. O centro também servirá como espaço de educação ambiental para estudantes e moradores da região.",positiva

"O governo do Canadá lançou em junho de 2025 um programa de incentivo à energia solar em comunidades indígenas do norte do país. O projeto prevê a instalação de painéis solares em escolas, postos de saúde e residências, reduzindo a dependência de combustíveis fósseis e promovendo a autonomia energética. Segundo o ministro de Recursos Naturais, a iniciativa também inclui capacitação técnica para jovens indígenas e apoio a projetos de pesquisa em energias renováveis. O programa já beneficiou mais de 10 mil pessoas e deve ser expandido para outras regiões remotas.",positiva

"Em 2025, a cidade de Curitiba ampliou seu programa de coleta seletiva, atingindo 100% dos bairros e envolvendo mais de 1 milhão de moradores. O projeto, coordenado pela Secretaria Municipal de Meio Ambiente, resultou em um aumento de 70% na reciclagem de resíduos sólidos e na geração de renda para cooperativas de catadores. Além do impacto ambiental, a iniciativa promoveu a inclusão social e a educação ambiental nas escolas. Moradores relatam que a limpeza das ruas melhorou significativamente e que a conscientização sobre o descarte correto de lixo aumentou entre crianças e adultos.",positiva

"Pesquisadores da Universidade Federal de Pernambuco publicaram em maio de 2025 um estudo mostrando que a restauração de manguezais na região metropolitana do Recife resultou em aumento da biodiversidade e na proteção de comunidades contra enchentes. O projeto, financiado por agências internacionais, envolveu o plantio de mudas nativas e a remoção de resíduos sólidos. Moradores relataram melhora na qualidade da água e retorno de espécies de peixes e crustáceos antes desaparecidos. 'A recuperação dos manguezais é fundamental para a resiliência das cidades costeiras', afirma a bióloga Ana Paula Silva.",positiva

"Em junho de 2025, um incêndio de grandes proporções atingiu uma área de reserva legal no Mato Grosso, destruindo mais de 5 mil hectares de vegetação nativa. O fogo, causado por ação humana, comprometeu habitats de espécies ameaçadas e provocou a emissão de grandes quantidades de CO2. Moradores de comunidades próximas relataram problemas respiratórios e prejuízos econômicos. O governo estadual decretou situação de emergência e mobilizou equipes para conter os focos remanescentes. Organizações ambientais cobram investigação rigorosa e punição dos responsáveis.",negativa

"Um relatório divulgado em maio de 2025 pelo Instituto de Pesquisas Ambientais do Paraná apontou que a poluição de rios na região metropolitana de Curitiba aumentou 15% em relação ao ano anterior. O principal motivo foi o lançamento irregular de esgoto doméstico e industrial. Moradores relataram mau cheiro, mortandade de peixes e aumento de doenças de veiculação hídrica. O Ministério Público Estadual abriu investigação para apurar responsabilidades e exigir a ampliação do saneamento básico. Especialistas alertam para a necessidade de investimentos em infraestrutura e fiscalização.",negativa

"Em 2025, a cidade de Salvador registrou o maior índice de alagamentos dos últimos 20 anos, com prejuízos estimados em 180 milhões de reais. O transbordamento de rios e canais foi agravado pelo descarte irregular de lixo e pela impermeabilização do solo urbano. Moradores relataram perdas de móveis, veículos e documentos, além de dificuldades no acesso a serviços básicos. A prefeitura decretou estado de calamidade pública e iniciou obras emergenciais de drenagem. Especialistas alertam que eventos extremos como esse tendem a se intensificar com as mudanças climáticas e cobram investimentos em infraestrutura verde.",negativa

"O desmatamento ilegal em áreas de proteção permanente no Acre aumentou 20% no primeiro semestre de 2025, segundo relatório do Instituto de Meio Ambiente do Acre. A expansão da pecuária e a extração clandestina de madeira foram apontadas como principais causas do avanço. Comunidades indígenas denunciaram invasões e ameaças por parte de grileiros. 'Estamos perdendo nossas terras e nossa cultura', afirma a liderança indígena Jaciara Kaxinawá. O Ministério Público Federal entrou com ações judiciais para responsabilizar os infratores e exigir a recuperação das áreas degradadas.",negativa

"Em maio de 2025, a cidade de Fortaleza enfrentou uma onda de calor recorde, com temperaturas acima de 40°C por vários dias consecutivos. O fenômeno, atribuído ao aquecimento global, provocou aumento no consumo de energia elétrica e sobrecarga no sistema de saúde devido a casos de desidratação e insolação. Moradores relataram dificuldades para dormir e trabalhar, além de prejuízos em atividades ao ar livre. Especialistas alertam que eventos extremos como esse tendem a se tornar mais frequentes e intensos nos próximos anos.",negativa

"Um estudo divulgado em junho de 2025 pelo Instituto de Pesquisas Ambientais de São Paulo revelou que a poluição atmosférica na capital paulista atingiu níveis recordes durante o inverno, superando os limites recomendados pela Organização Mundial da Saúde. O aumento das queimadas em áreas rurais e o crescimento da frota de veículos a diesel foram apontados como principais causas do problema. Moradores relataram agravamento de doenças respiratórias e aumento da procura por atendimento médico. 'A qualidade do ar em São Paulo é uma questão de saúde pública', afirma a pneumologista Carla Mendes.",negativa

"Em junho de 2025, o Ministério da Educação anunciou a ampliação do programa de ensino técnico em escolas públicas de todo o país. A medida prevê a oferta de cursos profissionalizantes em áreas como tecnologia, saúde e meio ambiente para mais de 2 milhões de estudantes. Segundo o ministro da Educação, o objetivo é preparar os jovens para o mercado de trabalho e estimular a inovação. O programa conta com recursos do Fundo Nacional de Desenvolvimento da Educação e parcerias com empresas e universidades. A expectativa é que a iniciativa contribua para a geração de empregos e o desenvolvimento econômico.",irrelevante

